Title,Category,Qualification
MBA Intern 2018,Administrative,"['must', 'first', 'year', 'student', 'two', 'year', 'fulltime', 'master', 'business', 'administration', 'mbachelor', 'art', 'program', 'graduating', 'december', '2018', 'july', '2019', 'returning', 'education', 'fulltime', 'basis', 'upon', 'completing', 'internship', 'able', 'complete', 'minimum', '10', 'week', 'program', 'singapore', 'office', 'may', 'september', '2018', 'work', 'experience', 'prior', 'mbachelor', 'art', 'program', 'sale', 'advertising', 'consulting', 'analysis', 'customer', 'service', 'marketing', 'finance', 'technical', 'sale', 'operation', 'related', 'field', 'demonstrated', 'problemsolving', 'skill', 'ability', 'handle', 'highly', 'strategic', 'challenging', 'business', 'problem', 'demonstrated', 'interest', 'internet', 'google', 'technology', 'business', 'ability', 'operate', 'selfstarter', 'independent', 'thinker', 'excellent', 'project', 'management', 'interpersonal', 'organizational', 'skill', 'ability', 'drive', 'implement', 'idea', 'changing', 'environment', 'effective', 'written', 'verbal', 'communication', 'skill']"
"Central Strategy and Operations Lead, Cloud Marketing",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'work', 'experience', 'consultingoperationsproject', 'management', 'related', 'role', 'mbachelor', 'art', 'degree', 'experience', 'consulting', 'ability', 'build', 'collaboration', 'credibility', 'relationship', 'quickly', 'across', 'function', 'level', 'ability', 'multitask', 'advance', 'activity', 'across', 'concurrent', 'workstreams', 'ability', 'work', 'dynamic', 'fastpaced', 'environment', 'strong', 'project', 'management', 'skill', 'attention', 'detail', 'excellent', 'communication', 'skill', 'demonstrated', 'ability', 'communicate', 'complex', 'concept', 'concisely', 'clearly']"
Media Research Manager (English and Turkish speaker),Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'marketing', 'medium', 'research', 'data', 'analysis', 'insight', 'generation', 'brand', 'thought', 'leadership', 'client', 'agency', 'side', 'consulting', 'experience', 'local', 'market', 'research', 'customerfacing', 'consultative', 'communication', 'experience', 'ability', 'speak', 'write', 'english', 'turkish', 'fluently', 'idiomatically', 'm', 'phd', 'related', 'field', 'quantitative', 'emphasis', 'experience', 'consumer', 'insight', 'advertising', 'effectiveness', 'research', 'audience', 'measurement', 'including', 'online', 'advertising', 'expertise', 'wide', 'variety', 'methodology', 'strong', 'leadership', 'project', 'management', 'skill', 'ability', 'manage', 'multicountry', 'project', 'deep', 'interest', 'online', 'advertising', 'digital', 'medium', 'consumption', 'pattern', 'branding', 'measurement']"
"SEO Strategist, Online Experience, Google Cloud",Marketing & Communications,"['5', 'year', 'experience', 'implementing', 'managing', 'seo', 'strategy', 'enterpriselevel', 'website', 'experience', 'working', 'google', 'app', 'engine', 'search', 'console', 'google', 'analytics', 'experience', 'scripting', 'language', 'advanced', 'understanding', 'spreadsheet', 'software', 'pivot', 'table', 'lookup', 'function', 'conditional', 'function', 'experience', 'webgl', 'javascript', 'library', 'eg', 'closure', 'angularjs', 'greensock', 'canvascss', 'animation', 'experience', 'working', 'fast', 'paced', 'environment', 'attention', 'detail', 'including', 'ability', 'work', 'independently', 'proactively', 'make', 'recommendation', 'work', 'highlevel', 'stakeholder', 'demonstrated', 'leadership', 'selfdirection', 'willingness', 'teach', 'others', 'learn', 'new', 'technique', 'effective', 'problem', 'solving', 'analytical', 'skill', 'ability', 'dig', 'extensively', 'metric', 'analytics', 'effective', 'communication', 'skill', 'including', 'ability', 'take', 'complex', 'ambitious', 'topic', 'create', 'compelling', 'narrative', 'different', 'audience']"
"Americas Books Merchandising Manager, Google Play",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'merchandising', 'marketing', 'partnership', 'role', 'online', 'commerce', 'digital', 'content', 'business', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'knowledge', 'experience', 'online', 'merchandising', 'best', 'practicestrong', 'analytical', 'skill', 'ability', 'take', 'apart', 'research', 'performance', 'data', 'draw', 'insight', 'apply', 'insight', 'optimize', 'merchandising', 'strategy', 'ability', 'advise', 'strategy', 'product', 'requirement', 'enhance', 'merchandising', 'capabilitiestrack', 'record', 'successful', 'prioritization', 'meeting', 'critical', 'deadline', 'enthusiastically', 'taking', 'challenge', 'eye', 'toward', 'problem', 'solving', 'ability', 'influence', 'without', 'authority', 'working', 'technical', 'crossfunctional', 'team', 'report', 'role', 'get', 'thing', 'doneexperience', 'managing', 'small', 'team', 'strong', 'verbal', 'written', 'communication', 'skill', 'especially', 'across', 'multiple', 'regionstime', 'zone']"
Internal Executive Communications and Event Producer,Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '10', 'year', 'experience', 'internal', 'communication', 'executive', 'communication', 'experience', 'managing', 'event', 'timetable', 'budget', 'production', 'staff', 'house', 'contracted', 'experience', 'script', 'writing', 'experience', 'managing', 'agency', 'employee', 'inhouse', 'creative', 'team', 'serving', 'client', 'manager', 'agency', 'proficiency', 'presentation', 'software', 'video', 'production', 'live', 'meeting', 'production', 'demonstrated', 'ability', 'work', 'calmly', 'maintain', 'good', 'judgment', 'fastpaced', 'dynamic', 'environment', 'ability', 'interact', 'executive', 'excellent', 'written', 'verbal', 'communication', 'skill']"
"Visual Designer, Brand Studio",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'graphic', 'design', 'equivalent', 'practical', 'experience', '6', 'year', 'experience', 'marketingspecific', 'visual', 'designrelated', 'field', 'designinteractive', 'agency', 'inhouse', 'team', 'portfolio', 'branddefining', 'website', 'apps', 'artifact', 'identity', 'etc', 'including', 'illustration', 'visualization', 'print', 'onscreen', 'graphic', 'design', 'environmental', 'experience', 'demonstrated', 'experience', 'sketch', 'adobe', 'photoshop', 'adobe', 'illustrator', 'design', 'tool', 'prototyping', 'principle', 'framer', 'etc', 'exhibition', 'design', 'environmental', 'graphic', 'solid', 'understanding', 'create', 'asset', 'multiresolution', 'platform', 'knowledge', 'design', 'technology', 'trend', 'apply', 'google', 'project']"
Digital Marketing Strategist (German),Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'ability', 'speak', 'write', 'english', 'german', 'fluently', 'idiomatically', 'client', 'serviceaccount', 'management', 'experience', 'experience', 'data', 'analysis', 'reporting', 'ability', 'operate', 'independently', 'also', 'collaborate', 'part', 'tightknit', 'team', 'ability', 'work', 'fastpaced', 'environment', 'effective', 'timemanagement', 'skill', 'excellent', 'analytical', 'problemsolving', 'skill']"
"Field Marketing Manager, Apigee",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'experience', 'b2b', 'marketing', 'field', 'marketing', 'experience', 'cloud', 'market', 'business', 'developer', 'audience', 'enterprise', 'software', 'purchase', 'cycle', 'cloud', 'based', 'subscription', 'market', 'experience', 'planning', 'executing', 'multiple', 'complex', 'marketing', 'program', 'project', 'management', 'skill', 'including', 'managing', 'agency', 'vendor', 'global', 'project', 'understanding', 'enterprise', 'software', 'purchase', 'development', 'implementation', 'sale', 'cycle', 'familiarity', 'crm', 'system', 'salesforcecom', 'marketing', 'automation', 'tool', 'marketo', 'similar', 'tracking', 'tool', 'ass', 'campaign', 'effectiveness', 'distinctive', 'problemsolving', 'strategic', 'analytical', 'capability', 'strong', 'track', 'record', 'setting', 'delivering', 'measurable', 'marketing', 'metric', 'strong', 'communication', 'skill', 'business', 'technical', 'situation', 'comfortable', 'talking', 'technical', 'audience', 'able', 'express', 'complex', 'concept', 'plain', 'language', 'reach', 'broader', 'audience']"
"Head of Internal Communications, Distribution and Go-to-Market, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '10', 'year', 'experience', 'internal', 'executive', 'communication', 'experience', 'building', 'team', 'coaching', 'employee', 'experience', 'project', 'management', 'coordinating', 'content', 'event', 'experience', 'using', 'presentation', 'software', 'demonstrated', 'ability', 'work', 'calmly', 'maintain', 'good', 'judgment', 'fastpaced', 'highstress', 'environment', 'effective', 'team', 'player', 'lead', 'effort', 'across', 'discipline', 'excellent', 'verbal', 'written', 'communication', 'creative', 'visual', 'skill', 'including', 'video', 'production', 'slide', 'design']"
"Research Analyst, Market Insights",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'statistic', 'applied', 'mathematics', 'econometrics', 'engineering', 'operation', 'research', 'computer', 'science', 'related', 'field', 'equivalent', 'practical', 'experience', 'experience', 'working', 'statistical', 'r', 'splus', 'sa', 'python', 'similar', 'database', 'software', 'sql', 'equivalent', 'analytical', 'experience', 'sale', 'marketing', 'environment', 'experience', 'project', 'management', 'role', 'master', 'degree', 'phd', 'statistic', 'applied', 'mathematics', 'operation', 'research', 'computer', 'science', 'related', 'field', 'experience', 'consumer', 'insight', 'advertising', 'effectiveness', 'research', 'experience', 'communicating', 'outcome', 'complex', 'analysis', 'nontechnical', 'audience', 'expertise', 'wide', 'variety', 'methodology', 'interest', 'online', 'advertising', 'digital', 'medium', 'consumption', 'pattern', 'branding', 'measurement', 'distinctive', 'problemsolving', 'analytical', 'skill', 'high', 'degree', 'analytical', 'rigor', 'ability', 'thrive', 'fast', 'paced', 'environment', 'multiple', 'project', 'many', 'stakeholder']"
"Customer Public Relations Manager, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'relevant', 'pr', 'medium', 'corporate', 'communication', 'experience', 'ability', 'deliver', 'highquality', 'work', 'managing', 'multiple', 'project', 'ability', 'engage', 'senior', 'executive', 'leadership', 'team', 'excellent', 'written', 'verbal', 'communication', 'skill', 'established', 'medium', 'relationship', 'understanding', 'cloud', 'technology', 'sense', 'accountability', 'ownership', 'combined', 'ability', 'delegate', 'motivate', 'develop', 'team', 'member', 'excellent', 'research', 'analytical', 'skill', 'ability', 'quickly', 'identify', 'trending', 'topic', 'issue', 'defined', 'point', 'view', 'effective', 'clear', 'writing', 'style', 'editing', 'skill']"
"Product Marketing Manager, Google Cloud Platform Monitoring, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'technical', 'marketing', 'field', 'equivalent', 'practical', 'experience', '7', 'year', 'experience', 'technology', 'software', 'marketing', 'experience', 'building', 'creative', 'asset', 'marketing', 'content', 'experience', 'planning', 'executing', 'multiple', 'complex', 'marketing', 'program', 'including', 'budget', 'management', 'experience', 'working', 'collaboratively', 'across', 'multiple', 'engineering', 'marketing', 'team', 'demonstrated', 'ability', 'product', 'technology', 'advocate', 'effective', 'communication', 'organizational', 'skill']"
"Product Marketing Manager, Direct SMB Acquisitions",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'analyzing', 'presenting', 'data', 'experience', 'communicating', 'crossfunctionally', 'within', 'team', 'mbachelor', 'art', 'experience', 'either', 'b2b', 'sme', 'marketing', 'b2c', 'marketing', 'channel', 'management', 'program', 'experience', 'working', 'either', 'digital', 'advertising', 'sale', 'team', 'experience', 'reviewing', 'offline', 'online', 'creative', 'optimize', 'conversion', 'meet', 'brand', 'guideline', 'change', 'management', 'experience', 'strong', 'skill', 'influencing', 'stakeholder', 'experience', 'managing', 'partner', 'third', 'party', 'commercial', 'operational', 'activity', 'ability', 'get', 'thing', 'done', 'entrepreneurial', 'mindset', 'overcoming', 'obstacle', 'demonstrated', 'ability', 'think', 'strategically', 'complex', 'issue', 'leading', 'thoughtful', 'recommendation', 'action', 'plan', 'campaign', 'drive', 'high', 'roi']"
"Communications Analyst, Physical Security",Marketing & Communications,"['bachelor', 'art', 'degree', 'marketing', 'communication', 'political', 'science', 'journalism', 'related', 'field', 'equivalent', 'practical', 'experience', '1', 'year', 'experience', 'communication', 'marketing', 'equivalent', 'strong', 'communication', 'writing', 'organizational', 'skill', 'keen', 'eye', 'proofreading', 'understands', 'various', 'communication', 'medium', 'whats', 'best', 'circumstance', 'love', 'data', 'including', 'ability', 'collect', 'gather', 'visualize', 'analyze', 'information', 'use', 'timely', 'reporting', 'metric', 'thrives', 'deadline', 'mode']"
"Product Marketing Manager, Apigee Google Cloud Platform",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'technical', 'marketing', 'field', 'equivalent', 'practical', 'experience', '7', 'year', 'technology', 'software', 'marketing', 'experience', 'experience', 'creating', 'messaging', 'positioning', 'software', 'product', 'building', 'creative', 'asset', '12', 'year', 'technology', 'software', 'marketing', 'experience', 'experience', 'developing', 'customerfacing', 'content', 'including', 'sale', 'presentation', 'datasheets', 'website', 'experience', 'planning', 'executing', 'multiple', 'complex', 'marketing', 'program', 'including', 'budget', 'management', 'experience', 'marketing', 'saas', 'cloud', 'product', 'product', 'particularly', 'enterprise', 'space', 'proven', 'ability', 'product', 'technology', 'advocate', 'successful', 'track', 'record', 'working', 'collaboratively', 'across', 'multiple', 'product', 'engineering', 'marketing', 'team']"
"Business Intern 2018, Mexico",Finance,"['currently', 'enrolled', 'major', 'university', 'mexico', 'expected', 'graduation', 'date', 'december', '2018', 'june', '2019', 'must', 'available', 'intern', 'google', 'mexico', 'city', 'office', 'july', '2018', 'december', '2018', 'ability', 'speak', 'write', 'english', 'spanish', 'fluently', 'idiomatically', 'analytical', 'skill', 'interest', 'taking', 'business', 'challenge', 'interest', 'internet', 'google', 'technology', 'business', 'effective', 'interpersonal', 'organizational', 'skill', 'ability', 'navigate', 'ambiguous', 'environment']"
"Product Marketing Manager, Growth, Hire Team",Marketing & Communications,"['5', 'year', 'experience', 'delivering', 'b2b', 'gotomarket', 'demand', 'generation', 'growth', 'strategy', 'saas', 'solution', 'experience', 'emerging', 'digital', 'marketing', 'trend', 'opportunity', 'competitive', 'landscape', 'customer', 'need', 'across', 'various', 'industry', 'segment', 'experience', 'developing', 'strategic', 'sale', 'enablement', 'plan', 'experience', 'developing', 'program', 'generate', 'qualified', 'lead', 'business', 'experience', 'growing', 'qualified', 'traffic', 'product', 'website', 'increasing', 'ranking', 'share', 'multiple', 'channel', 'seo', 'offpage', 'content', 'marketing', 'sem', 'social', 'referral', 'etc', 'experience', 'creating', 'executing', 'successful', 'advertising', 'campaign', 'able', 'demonstrate', 'measurable', 'impact', 'campaign', 'strategy', 'digital', 'medium', 'optimization', 'toward', 'business', 'goal', 'strong', 'analytical', 'acumen', 'datadriven', 'mindset', 'towards', 'decisionmaking', 'order', 'define', 'strategy', 'spark', 'growth', 'fuel', 'longterm', 'impact', 'demonstrated', 'strong', 'selfstarter', 'bias', 'action', 'able', 'form', 'leverage', 'strong', 'relationship', 'across', 'functional', 'area', 'sense', 'urgency']"
"Business Intern 2018, Colombia",Finance,"['currently', 'enrolled', 'major', 'university', 'colombia', 'expected', 'graduation', 'date', 'december', '2018', 'june', '2019', 'must', 'available', 'intern', 'google', 'bogotá', 'office', 'july', '2018', 'december', '2018', 'ability', 'speak', 'write', 'english', 'spanish', 'fluently', 'idiomatically', 'analytical', 'skill', 'interest', 'taking', 'business', 'challenge', 'interest', 'internet', 'google', 'technology', 'business', 'effective', 'interpersonal', 'organizational', 'skill', 'ability', 'navigate', 'ambiguous', 'environment']"
"Global Head of Strategy and Operations, Brand Studio",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '8', 'year', 'experience', 'developing', 'strategy', 'marketing', 'management', 'consulting', 'organization', 'experience', 'role', 'requiring', 'rigorous', 'analytical', 'problem', 'solving', 'quantitative', 'analysis', 'communicating', 'finding', 'management', 'experience', 'team', 'management', 'ability', 'work', 'across', 'team', 'build', 'relationship', 'influence', 'management', 'ability', 'work', 'ambiguity', 'fastchanging', 'environment', 'entrepreneurial', 'approach', 'excellent', 'written', 'oral', 'communication', 'interpersonal', 'skill']"
"Business Intern 2017, Australia",Marketing & Communications,"['enrolled', 'full', 'time', 'bachelor', 'master', 'program', 'graduating', 'march', '2018', 'priority', 'given', 'student', 'penultimate', 'year', 'study', 'returning', 'education', 'fulltime', 'basis', 'upon', 'completing', 'internship', 'able', 'complete', 'minimum', '10', 'week', 'november', '2017', 'february', '2018', 'google', 'sydney', 'office', 'accommodate', 'school', 'schedule', 'determining', 'start', 'date', 'duration', 'experience', 'google', 'product', 'digital', 'marketing', 'demonstrated', 'interest', 'internet', 'google', 'technology', 'business', 'demonstrated', 'ability', 'selfstarter', 'independent', 'thinker', 'strong', 'analytical', 'skill', 'ability', 'take', 'highly', 'strategic', 'challenging', 'business', 'problem', 'effective', 'project', 'management', 'interpersonal', 'organizational', 'skill', 'ability', 'drive', 'implement', 'idea', 'challenging', 'environment']"
"Brand and Creative Strategist, Brand Studio (APAC)",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'experience', 'brand', 'creative', 'marketing', 'businessbuilding', 'role', 'experience', 'driving', 'brand', 'strategy', 'creative', 'execution', 'mbachelor', 'art', 'master', 'degree', 'experience', 'working', 'brand', 'strategy', 'agency', 'consultancy', 'environment', 'demonstrated', 'background', 'brand', 'marketing', 'expertise', 'crafting', 'strategic', 'framework', 'narrative', 'brand', 'storytelling', 'understanding', 'brand', 'architecture', 'brand', 'development', 'brand', 'management', 'insight', 'development', 'marketing', 'process', 'ability', 'build', 'collaborative', 'relationship', 'diverse', 'range', 'partner', 'ability', 'influence', 'multiple', 'level', 'organization', 'effective', 'interpersonal', 'consultation', 'conflict', 'management', 'skill']"
Head of BrandLab,Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'planning', 'executing', 'digitalfirst', 'campaign', 'global', 'brand', 'agency', 'ability', 'speak', 'write', 'english', 'japanese', 'fluently', 'idiomatically', 'mbachelor', 'art', 'advanced', 'degree', '10', 'year', 'experience', 'working', 'agency', 'consumer', 'marketing', 'company', 'knowledge', 'marketing', 'medium', 'budget', 'allocated', 'effective', 'leader', 'track', 'record', 'working', 'complex', 'crossfunctional', 'environment', 'across', 'country', 'culture', 'passion', 'inspiring', 'guiding', 'team', 'often', 'ambiguous', 'envirionments', 'excellent', 'written', 'oral', 'communication', 'skill', 'highly', 'adept', 'leading', 'strategic', 'conversation', 'level', 'organization']"
"Developer Product Marketing Manager, Google Play",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'experience', 'b2b', 'marketing', 'program', 'management', 'scaled', 'partner', 'relationship', 'management', 'experience', 'analyzing', 'product', 'customer', 'market', 'dynamic', 'ability', 'speak', 'write', 'english', 'japanese', 'fluently', 'idiomatically', 'industry', 'experience', 'apps', 'game', 'developer', 'outreach', 'experience', 'event', 'content', 'development', 'management', 'experienceinvolvement', 'good', 'understanding', 'google', 'strategic', 'competitive', 'position', 'pertaining', 'android', 'google', 'play', 'track', 'record', 'developing', 'effective', 'business', 'competitive', 'positioning', 'messaging', 'technical', 'product', 'strong', 'organizational', 'leadership', 'analytical', 'skill']"
"Customer Reference Marketing Manager, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '4', 'year', 'relevant', 'work', 'experience', '2', 'year', 'experience', 'customer', 'reference', 'marketing', 'corporate', 'communication', 'demonstrated', 'ability', 'manage', 'global', 'agency', 'resource', 'ensure', 'global', 'initiative', 'represented', 'strategic', 'region', 'ability', 'build', 'relationship', 'internal', 'external', 'constituent', 'customer', 'sale', 'product', 'team', 'etc', 'fastpaced', 'environment', 'interest', 'cloud', 'technology', 'collaboration', 'software', 'excellent', 'project', 'management', 'analytical', 'writtenspoken', 'communication', 'skill']"
"Director of Go-To-Market Communications, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '12', 'year', 'relevant', 'pr', 'medium', 'corporate', 'communication', 'experience', 'established', 'medium', 'relationship', 'solid', 'understanding', 'cloud', 'technology', 'strong', 'sense', 'accountability', 'ownership', 'combined', 'ability', 'delegate', 'motivate', 'develop', 'team', 'member', 'ability', 'deliver', 'high', 'quality', 'work', 'managing', 'multiple', 'project', 'strong', 'research', 'analytical', 'skill', 'ability', 'quickly', 'identify', 'trending', 'topic', 'issue', 'defined', 'point', 'view', 'ability', 'engage', 'senior', 'executive', 'leadership', 'team', 'excellent', 'written', 'verbal', 'communication', 'skill', 'strong', 'clear', 'writing', 'style', 'excellent', 'editing', 'skill']"
"Partner Marketing Manager, Google Cloud Marketing (Japan)",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '10', 'year', 'experience', 'partnerfield', 'marketing', 'multichannel', 'environment', 'enterprise', 'software', 'developer', 'infrastructure', 'platformasaservice', 'technology', 'experience', 'working', 'selling', 'via', 'online', 'reseller', 'partner', 'experience', 'working', 'business', 'technology', 'market', 'experience', 'planning', 'executing', 'multiple', 'comarketing', 'program', 'including', 'budget', 'management', 'knowledge', 'platform', 'python', 'php', 'net', 'java', 'cloud', 'technology', 'like', 'amazon', 'web', 'service', 'azure', 'familiarity', 'marketing', 'web', 'analytics', 'crm', 'system', 'salesforcecom', 'similar', 'understanding', 'enterprise', 'software', 'purchase', 'development', 'implementation', 'cycle', 'effective', 'project', 'management', 'skill', 'experience', 'including', 'managing', 'external', 'creative', 'agency', 'event', 'vendor', 'international', 'project', 'strong', 'technical', 'acumen', 'ability', 'interact', 'highly', 'technical', 'people', 'technology']"
"Marketing Analytics Manager, SMB Marketing",Marketing & Communications,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', '3', 'year', 'quantitative', 'work', 'experience', 'marketing', 'analytics', 'quantitative', 'finance', 'risk', 'modeling', 'similar', 'experience', 'experimental', 'design', 'causal', 'inference', 'regression', 'classification', 'model', 'experience', 'sql', 'one', 'language', 'scripting', 'statistical', 'programming', 'eg', 'r', 'sa', 'python', 'experience', 'conducting', 'quantitative', 'analysis', 'driven', 'valuable', 'change', 'optimization', 'business', 'context', 'experience', 'conducting', 'quantitative', 'analysis', 'driven', 'valuable', 'change', 'optimization', 'business', 'context', 'ability', 'present', 'result', 'complex', 'analysis', 'compellingly', 'technical', 'nontechnical', 'audience', 'executive', 'level', 'demonstrated', 'problemsolving', 'strategic', 'organizational', 'analysis', 'skill', 'combined', 'strong', 'business', 'judgment']"
"Ads Marketing Manager, Latin America, Waze (Spanish)",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'b2b', 'marketing', 'within', 'latin', 'america', 'ability', 'speak', 'write', 'english', 'spanish', 'fluently', 'idiomatically', 'experience', 'tracking', 'marketing', 'initiative', 'experience', 'hiring', 'leading', 'external', 'vendor', 'accomplish', 'successful', 'marketing', 'initiative', 'content', 'program', 'event', 'medium', 'campaign', 'understanding', 'digital', 'mobile', 'landscape', 'latin', 'america', 'excellent', 'stakeholder', 'management', 'presentation', 'skill']"
MBA Intern 2018,Administrative,"['must', 'first', 'year', 'student', 'two', 'year', 'fulltime', 'master', 'business', 'administration', 'mbachelor', 'art', 'program', 'graduating', 'december', '2018', 'july', '2019', 'returning', 'education', 'fulltime', 'basis', 'upon', 'completing', 'internship', 'able', 'complete', 'minimum', '10', 'week', 'program', 'bangkokjakarta', 'office', 'may', 'september', '2018', 'work', 'experience', 'prior', 'mbachelor', 'art', 'program', 'sale', 'advertising', 'consulting', 'analysis', 'customer', 'service', 'marketing', 'finance', 'technical', 'sale', 'operation', 'related', 'field', 'demonstrated', 'problemsolving', 'skill', 'ability', 'handle', 'highly', 'strategic', 'challenging', 'business', 'problem', 'demonstrated', 'interest', 'internet', 'google', 'technology', 'business', 'ability', 'operate', 'selfstarter', 'independent', 'thinker', 'excellent', 'project', 'management', 'interpersonal', 'organizational', 'skill', 'ability', 'drive', 'implement', 'idea', 'changing', 'environment', 'effective', 'written', 'verbal', 'communication', 'skill']"
"Product Marketing Manager, YouTube Music and Subscriptions",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'relevant', 'work', 'experience', 'musiccontent', 'marketing', 'consumer', 'subscription', 'mbachelor', 'art', 'degree', 'understanding', 'fundamental', 'subscription', 'business', 'natural', 'talent', 'data', 'analysis', 'ability', 'develop', 'strategic', 'marketing', 'plan', 'execute', 'campaign', 'drive', 'business', 'goal', 'passion', 'music', 'previous', 'music', 'marketing', 'experience', 'ability', 'utilise', 'consumer', 'research', 'data', 'drive', 'actionable', 'insight', 'inform', 'marketing', 'strategy', 'improve', 'consumer', 'experience', 'passionate', 'leader', 'communicator', 'demonstrated', 'talent', 'building', 'strong', 'collaborative', 'partnership', 'product', 'partner', 'crossfunctional', 'team', 'ability', 'influence', 'effectively', 'crossfunctionally', 'across', 'level', 'management', 'including', 'vp', 'csuite', 'ability', 'work', 'multiple', 'project', 'simultaneously', 'fast', 'paced', 'dynamic', 'environment']"
"Product Marketing Manager (PMM), SMB Marketing",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'ability', 'speak', 'write', 'japanese', 'fluently', 'idiomatically', 'business', 'level', 'communication', 'english', '5', 'year', 'relevant', 'work', 'experience', 'analyzing', 'product', 'customer', 'market', 'dynamic', 'opportunity', 'analytics', 'search', 'advertising', 'space', 'experience', 'marketing', 'management', 'consulting', 'firm', 'understanding', 'search', 'online', 'advertising', 'web', 'publishing', 'market', 'penchant', 'analyzing', 'product', 'customer', 'market', 'dynamic', 'strong', 'aptitude', 'determining', 'optimal', 'way', 'position', 'product', 'market', 'strong', 'analytical', 'skill', 'proven', 'track', 'record', 'managing', 'roi', 'campaign', 'measurement']"
"Business Development Consultant, Google Marketing Solutions (Swedish)",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'working', 'customerfacing', 'environment', 'working', 'towards', 'strategic', 'goal', 'experience', 'client', 'managementstakeholder', 'role', 'ability', 'speak', 'english', 'swedish', 'fluently', 'idiomatically', 'experience', 'planning', 'delivering', 'actioning', 'marketing', 'campaign', 'creative', 'strategy', 'associated', 'measurement', 'analysis', 'experience', 'sale', 'consulting', 'medium', 'advertising', 'ability', 'work', 'fastpaced', 'dynamic', 'environment', 'demonstrated', 'ability', 'think', 'strategically', 'complex', 'issue', 'develop', 'recommendation', 'action', 'plan', 'excellent', 'analytical', 'skill', 'excellent', 'communication', 'influencing', 'skill', 'ability', 'present', 'comprehensive', 'advertising', 'solution']"
"Digital Analyst, Google Cloud Online Experience",Marketing & Communications,"['5', 'year', 'experience', 'web', 'business', 'analytics', 'role', 'experience', 'enterprise', 'web', 'analytics', 'solution', 'eg', 'google', 'analytics', 'etc', 'enterprise', 'experimentation', 'solution', 'eg', 'adobe', 'test', 'target', 'google', 'optimize', 'optimizely', 'etc', 'experience', 'data', 'visualization', 'platform', 'eg', 'tableau', 'data', 'studio', 'etc', 'google', 'sheet', 'experience', 'sql', 'database', 'associated', 'management', 'system', 'eg', 'm', 'access', 'etc', 'business', 'intelligence', 'experience', 'ab', 'testing', 'mbachelor', 'art', 'postgraduate', 'qualification', 'b2b', 'experience', 'experience', 'online', 'advertising', 'seo', 'ppc', 'social', 'medium', 'mobile', 'ability', 'communicate', 'effectively', 'business', 'technical', 'counterpart', 'particular', 'expertise', 'skill', 'expressing', 'detail', 'tracking', 'need', 'implementeddeveloped']"
